Symbol,Name,Market Cap,Sector,Industry,Beta,Price,Dividend,Volume,Exchange,Exchange Code,Country,isFund
PEG,Public Service Enterprise Group Incorporated,44939194020.0,Utilities,Regulated Electric,0.627,90.21,2.4,737361,New York Stock Exchange,NYSE,US,False
TAK,Takeda Pharmaceutical Company Limited,44932801816.0,Healthcare,Drug Manufacturers - Specialty & Generic,0.498,14.175,0.58,620896,New York Stock Exchange,NYSE,JP,False
PFH,CABCO Trust for JC Penney Debentures,44897559251.0,Financial Services,Banks,0.0,20.7796,1.031419999999999,18444,New York Stock Exchange,NYSE,US,True
PRU,"Prudential Financial, Inc.",44855265000.0,Financial Services,Insurance - Life,1.2850000000000001,125.645,5.2,416110,New York Stock Exchange,NYSE,US,False
MPLX,MPLX LP,44849388100.0,Energy,Oil & Gas Midstream,1.341,43.945,3.4,840933,New York Stock Exchange,NYSE,US,False
TEL,TE Connectivity Ltd.,44761190320.0,Technology,"Hardware, Equipment & Parts",1.323,147.28,2.6,491705,New York Stock Exchange,NYSE,CH,False
CPNG,"Coupang, Inc.",44681174038.0,Consumer Cyclical,Specialty Retail,1.113,24.91,0.0,3738625,New York Stock Exchange,NYSE,KR,False
FAST,Fastenal Company,44504648910.0,Industrials,Industrial - Distribution,0.997,77.685,1.56,1211822,NASDAQ Global Select,NASDAQ,US,False
BSPAX,iShares S&P 500 Index Fund Investor A Shares,44459568868.0,Financial Services,Asset Management,1.0,686.95,6.518,0,NASDAQ,NASDAQ,US,True
BSPIX,iShares S&P 500 Index Fund Institutional Shares,44459568656.0,Financial Services,Asset Management,1.0,687.14,7.993,0,NASDAQ,NASDAQ,US,True
WFSPX,iShares S&P 500 Index K,44459568575.0,,,1.0,687.34,6.249,0,Nasdaq,NASDAQ,,True
NA.TO,National Bank of Canada,44457105350.0,Financial Services,Banks - Diversified,1.125,130.55,4.4,310024,Toronto Stock Exchange,TSX,CA,False
PRS,"Prudential Financial, Inc. 5.62",44412193516.0,Financial Services,Insurance - Life,0.2742021,25.17,1.40624,8422,New York Stock Exchange,NYSE,US,False
CCIV,"Lucid Group, Inc.",44388413664.0,Financial Services,Shell Companies,0.0,24.25,0.0,17905570,New York Stock Exchange,NYSE,US,False
VST,Vistra Corp.,44372277394.0,Utilities,Independent Power Producers,1.116,129.154,0.88,3046754,New York Stock Exchange,NYSE,US,False
GWO.TO,Great-West Lifeco Inc.,44325358000.0,Financial Services,Insurance - Life,0.839,47.6,2.22,173394,Toronto Stock Exchange,TSX,CA,False
GWO-PN.TO,Great-West Lifeco Inc.,44113542620.0,Financial Services,Insurance - Life,0.839,14.72,0.44,400,Toronto Stock Exchange,TSX,CA,False
ADYEN.AS,Adyen N.V.,44056125600.0,Technology,Software - Infrastructure,1.647,1418.0,0.0,45873,Amsterdam,EURONEXT,NL,False
GWO-PM.TO,Great-West Lifeco Inc,43848665033.0,,,0.0,24.33,1.45,1696,Toronto Stock Exchange,TSX,,False
KVUE,Kenvue Inc.,43847757623.0,Consumer Defensive,Household & Personal Products,1.257601,22.895,0.8200000000000001,27756061,New York Stock Exchange,NYSE,US,False
HEIA.AS,Heineken N.V.,43831928560.0,Consumer Defensive,Beverages - Alcoholic,0.596,77.52,1.73,573677,Amsterdam,EURONEXT,NL,False
FUSIX,Strategic Advisers Fidelity International Fund,43749310456.0,Financial Services,Asset Management,1.04,12.99,0.29800000000000004,0,Nasdaq,NASDAQ,US,True
UMG.AS,Universal Music Group N.V.,43622724800.0,Communication Services,Entertainment,0.857,23.85,0.51,1068026,Amsterdam,EURONEXT,NL,False
PCG,PG&E Corporation,43390438000.0,Utilities,Regulated Electric,1.015,20.3,0.04,3153843,New York Stock Exchange,NYSE,US,False
DSY.PA,Dassault Systèmes SE,43353194193.0,Technology,Software - Application,0.56,33.01,0.23,1155947,Paris,EURONEXT,FR,False
STZ,"Constellation Brands, Inc.",43310858880.0,Consumer Defensive,Beverages - Wineries & Distilleries,0.876,238.58,4.04,532544,New York Stock Exchange,NYSE,US,False
VLO,Valero Energy Corporation,43305899770.0,Energy,Oil & Gas Refining & Marketing,1.376,135.17,4.28,1063026,New York Stock Exchange,NYSE,US,False
XVALO.MC,Vale S.A.,43288066898.0,Basic Materials,Industrial Materials,0.909,10.14,1.63,15760,Madrid Stock Exchange,EURONEXT,BR,False
CVE.TO,Cenovus Energy Inc.,43228569000.0,Energy,Oil & Gas Integrated,2.635,23.29,0.72,1152523,Toronto Stock Exchange,TSX,CA,False
HWM,Howmet Aerospace Inc.,43222767300.0,Industrials,Industrial - Machinery,1.292,105.9,0.32,896530,New York Stock Exchange,NYSE,US,False
SGEN,Seagen Inc.,43154776450.0,Healthcare,Biotechnology,0.321,228.74,0.0,19392808,NASDAQ Global Select,NASDAQ,US,False
AEM,Agnico Eagle Mines Limited,43150988427.0,Basic Materials,Gold,1.098,86.615,1.6,1886149,New York Stock Exchange,NYSE,CA,False
MWTSX,Metropolitan West Total Return Bond Fund Plan Class,43052408829.0,Financial Services,Asset Management - Bonds,1.13,8.59,0.34178800000000004,0,NASDAQ,NASDAQ,US,True
MWTIX,Metropolitan West Total Return Bond Fd Cl I,43052408829.0,Financial Services,Asset Management - Bonds,1.13,9.16,0.328,0,NASDAQ,NASDAQ,,True
MWTRX,Metropolitan West Total Return Bond Fund,43052408826.0,Financial Services,Asset Management - Bonds,1.1400000000000001,9.17,0.312,0,NASDAQ,NASDAQ,US,True
KHC,The Kraft Heinz Company,43043248000.0,Consumer Defensive,Packaged Foods,0.47700000000000004,35.6,1.6,4351629,NASDAQ Global Select,NASDAQ,US,False
HES,Hess Corporation,43037503200.0,Energy,Oil & Gas Exploration & Production,1.162,139.68,2.0,518229,New York Stock Exchange,NYSE,US,False
NDAQ,"Nasdaq, Inc.",42800887800.0,Financial Services,Financial - Data & Stock Exchanges,0.961,74.47,0.96,852288,NASDAQ Global Select,NASDAQ,US,False
F,Ford Motor Company,42753180000.0,Consumer Cyclical,Auto - Manufacturers,1.631,10.95,0.6000000000000001,17781094,New York Stock Exchange,NYSE,US,False
LLDYX,Lord Abbett Short Duration Income I,42704732160.0,Financial Services,Asset Management - Income,0.30000000000000004,3.88,0.166,0,Nasdaq,NASDAQ,,True
LDLVX,Lord Abbett Short Duration Income Fund,42704732160.0,Financial Services,Asset Management - Income,0.31,3.88,0.19972700000000002,0,NASDAQ,NASDAQ,US,True
LOLDX,Lord Abbett Short Duration Income F3,42704732157.0,,,0.30000000000000004,3.89,0.18400000000000002,0,Nasdaq,NASDAQ,,True
MS-PQ,Morgan Stanley,42602754615.0,Financial Services,Financial - Capital Markets,1.3559999999999999,26.55,1.38,34518,New York Stock Exchange,NYSE,US,False
VSCSX,Vanguard ST Corporate Bond Index Fund Admiral Shs,42401443836.0,Financial Services,Asset Management - Bonds,0.48,21.47,0.48600000000000004,0,NASDAQ,NASDAQ,,True
MPWR,"Monolithic Power Systems, Inc.",42369631920.0,Technology,Semiconductors,1.117,869.085,5.0,405516,NASDAQ Global Select,NASDAQ,US,False
ODFL,"Old Dominion Freight Line, Inc.",42338658290.0,Industrials,Trucking,0.992,197.57,1.04,572836,NASDAQ Global Select,NASDAQ,US,False
VCSH,Vanguard Short-Term Corporate Bond Index Fund,42315425134.0,Financial Services,Asset Management - Bonds,0.48,78.6601,2.9384,1076769,NASDAQ Global Market,NASDAQ,US,True
TD-PFA.TO,The Toronto-Dominion Bank 5 YR RST PFD 1,42310800023.0,,,0.0,23.0,0.0,5700,Toronto Stock Exchange,TSX,,False
DDOG,"Datadog, Inc.",42300035862.0,Technology,Software - Application,1.103,125.4627,0.0,2171988,NASDAQ Global Select,NASDAQ,US,False
IQV,IQVIA Holdings Inc.,42284485000.0,Healthcare,Medical - Diagnostics & Research,1.494,231.95,0.0,359386,New York Stock Exchange,NYSE,US,False
OTIS,Otis Worldwide Corporation,42246535850.0,Industrials,Industrial - Machinery,0.932,105.47,1.56,437732,New York Stock Exchange,NYSE,US,False
BCE.TO,BCE Inc.,42202211580.0,Communication Services,Telecommunications Services,0.482,46.26,3.99,1108551,Toronto Stock Exchange,TSX,CA,False
SGO.PA,Compagnie de Saint-Gobain S.A.,42092962169.0,Industrials,Construction,1.392,84.26,2.1,692098,Paris,EURONEXT,FR,False
VRT,Vertiv Holdings Co,42080351160.0,Industrials,Electrical Equipment & Parts,1.5939999999999999,112.17,0.1,3717194,New York Stock Exchange,NYSE,US,False
VBILX,Vanguard Intermediate-Term Bond Index Fund Admiral Shares,42051403770.0,Financial Services,Asset Management - Bonds,1.05,10.42,0.311,0,NASDAQ,NASDAQ,,True
EW,Edwards Lifesciences Corporation,42026436000.0,Healthcare,Medical - Devices,1.1280000000000001,69.765,0.0,1873491,New York Stock Exchange,NYSE,US,False
WPM.TO,Wheaton Precious Metals Corp.,42015673700.0,Basic Materials,Gold,0.6990000000000001,92.62,0.84,250994,Toronto Stock Exchange,TSX,CA,False
SCHF,Schwab International Equity ETF,41851785380.0,Financial Services,Asset Management,1.03,19.9448,0.8853000000000001,3559613,New York Stock Exchange Arca,AMEX,US,False
BIV,Vanguard Intermediate-Term Bond Index Fund,41830023031.0,Financial Services,Asset Management - Bonds,1.06,76.525,2.74465,488679,New York Stock Exchange Arca,AMEX,US,True
ENBA,Enbridge Inc. 6.375 SNT18 B 78,41782996977.0,Energy,Oil & Gas Midstream,0.0,25.4,0.3984375,21497,New York Stock Exchange,NYSE,US,False
XLF,Financial Select Sector SPDR Fund,41769959324.0,Financial Services,Asset Management,1.02,47.24,0.6641300000000001,16175270,New York Stock Exchange Arca,AMEX,US,False
VSIAX,Vanguard Small-Cap Value Index Fd Admiral,41762676719.0,,,1.02,88.09,1.03661,0,NASDAQ,NASDAQ,,True
FSMAX,Fidelity Extended Market Index Fund,41754705844.0,Financial Services,Asset Management,1.11,89.98,0.8300000000000001,0,NASDAQ,NASDAQ,US,True
STM.PA,STMicroelectronics N.V.,41748402090.0,Technology,Semiconductors,1.394584,46.26,0.23,2233437,Paris,EURONEXT,CH,False
ENB-PFA.TO,Enbridge Inc.,41730254300.0,Energy,Oil & Gas Midstream,0.904,19.165,1.02424,465,Toronto Stock Exchange,TSX,CA,False
BN.PA,Danone S.A.,41618587074.0,Consumer Defensive,Packaged Foods,0.466,64.66,2.1,859715,Paris,EURONEXT,FR,False
IMO,Imperial Oil Limited,41393408250.0,Energy,Oil & Gas Integrated,1.776,77.25,1.77,154855,American Stock Exchange,AMEX,CA,False
GEHC,GE HealthCare Technologies Inc.,41145269626.0,Healthcare,Medical - Healthcare Information Services,1.2092775,90.1,0.12,646740,NASDAQ Global Select,NASDAQ,US,False
TWTR,"Twitter, Inc. (delisted)",41093709770.0,Communication Services,Internet Content & Information,0.0,53.7,0.0,75139089,New York Stock Exchange,NYSE,US,False
FTBFX,Fidelity Total Bond,41003073529.0,Financial Services,Asset Management - Bonds,0.98,9.64,0.34800000000000003,0,NASDAQ,NASDAQ,US,True
LNG,"Cheniere Energy, Inc.",40925996063.0,Energy,Oil & Gas Midstream,0.9460000000000001,180.87,1.74,455024,New York Stock Exchange,NYSE,US,False
ACGL,Arch Capital Group Ltd.,40915110400.0,Financial Services,Insurance - Diversified,0.594,108.8,0.0,592379,NASDAQ Global Select,NASDAQ,BM,False
IT,"Gartner, Inc.",40906264980.0,Technology,Information Technology Services,1.323,530.84,0.0,41687,New York Stock Exchange,NYSE,US,False
FLUT,Flutter Entertainment plc,40857361339.0,Consumer Cyclical,"Gambling, Resorts & Casinos",1.235,229.855,0.0,731531,New York Stock Exchange,NYSE,IE,False
KR,The Kroger Co.,40837601362.0,Consumer Defensive,Grocery Stores,0.463,56.4456,1.28,899802,New York Stock Exchange,NYSE,US,False
KIM-PN,Kimco Realty Corporation,40799163761.0,Real Estate,REIT - Retail,1.492,61.87,3.63,81,New York Stock Exchange,NYSE,US,False
CTVA,"Corteva, Inc.",40711046070.0,Basic Materials,Agricultural Inputs,0.774,58.81,0.68,1487574,New York Stock Exchange,NYSE,US,False
ITOT,iShares Core S&P Total U.S. Stock Market ETF,40691637759.0,Financial Services,Asset Management,1.02,127.7001,1.58258,446243,New York Stock Exchange Arca,AMEX,US,False
EXC,Exelon Corporation,40663721700.0,Utilities,Regulated Electric,0.604,40.6434,1.52,1285051,NASDAQ Global Select,NASDAQ,US,False
ACA.PA,Crédit Agricole S.A.,40621727279.0,Financial Services,Banks - Regional,1.5110000000000001,14.27,1.05,2957644,Paris,EURONEXT,FR,False
MDIJX,MFS International Diversification Fund,40535384045.0,Financial Services,Asset Management,1.0,25.23,0.5730000000000001,0,NASDAQ,NASDAQ,US,True
MDIDX,MFS International Diversification Fund Class A,40535384042.0,Financial Services,Asset Management,1.0,24.88,0.518,0,NASDAQ,NASDAQ,US,True
MDIZX,MFS International Diversification Fund Class R6,40535384039.0,Financial Services,Asset Management,1.0,25.26,0.596,0,NASDAQ,NASDAQ,US,True
XLV,Health Care Select Sector SPDR Fund,40492758157.0,Financial Services,Asset Management,0.67,151.75,2.27042,2617660,New York Stock Exchange Arca,AMEX,US,False
IR,Ingersoll Rand Inc.,40445236160.0,Industrials,Industrial - Machinery,1.425,100.24,0.08,562723,New York Stock Exchange,NYSE,US,False
FERG,Ferguson plc,40312328395.0,Industrials,Industrial - Distribution,1.206,199.625,3.16,698776,New York Stock Exchange,NYSE,GB,False
FFH.TO,Fairfax Financial Holdings Limited,40290468777.0,Financial Services,Insurance - Property & Casualty,0.833,1735.11,20.29,15117,Toronto Stock Exchange,TSX,CA,False
DOL.TO,Dollarama Inc.,40255901370.0,Consumer Defensive,Discount Stores,0.555,143.21,0.37,183901,Toronto Stock Exchange,TSX,CA,False
GLW,Corning Incorporated,40252175040.0,Technology,"Hardware, Equipment & Parts",1.039,47.04,1.12,2714156,New York Stock Exchange,NYSE,US,False
MCHP,Microchip Technology Incorporated,40133256525.0,Technology,Semiconductors,1.516,74.805,1.82,2213751,NASDAQ Global Select,NASDAQ,US,False
IWB,iShares Russell 1000 ETF,40034909361.0,Financial Services,Asset Management,1.01,319.64,3.646219999999999,417750,New York Stock Exchange Arca,AMEX,US,False
SNOW,Snowflake Inc.,39875392000.0,Technology,Software - Application,0.833,118.96,0.0,1636690,New York Stock Exchange,NYSE,US,False
MSTR,MicroStrategy Incorporated,39857225975.0,Technology,Software - Application,3.116,217.805,0.0,12355416,NASDAQ Global Select,NASDAQ,US,False
TRAIX,T. Rowe Price Capital Appreciation Fund I Class,39707377641.0,Financial Services,Asset Management,0.97,38.54,0.758,0,NASDAQ,NASDAQ,US,True
PRWCX,T. Rowe Price Capital Appreciation Fund,39676465127.0,Financial Services,Asset Management,0.97,38.51,0.715,0,NASDAQ,NASDAQ,US,True
IXUS,iShares Core MSCI Total International Stock ETF,39386148834.0,Financial Services,Asset Management,1.04,70.866,2.06761,586042,NASDAQ Global Market,NASDAQ,US,False
A,"Agilent Technologies, Inc.",39323710080.0,Healthcare,Medical - Diagnostics & Research,1.055,136.86,0.9400000000000001,431977,New York Stock Exchange,NYSE,US,False
CVNA,Carvana Co.,39267539941.0,Consumer Cyclical,Specialty Retail,3.444,189.75,0.0,833436,New York Stock Exchange,NYSE,US,False
MUB,iShares National Muni Bond ETF,39205340161.0,Financial Services,Asset Management,0.9,107.555,3.152569999999999,3383257,New York Stock Exchange Arca,AMEX,US,False
AME,"AMETEK, Inc.",39120322560.0,Industrials,Industrial - Machinery,1.172,168.96,1.12,392815,New York Stock Exchange,NYSE,US,False
PACLX,T. Rowe Price Capital Appreciation Fund Advisor Class,38986174432.0,Financial Services,Asset Management,0.97,37.84,0.633,0,NASDAQ,NASDAQ,US,True
NWG,NatWest Group plc,38936386200.0,Financial Services,Banks - Diversified,1.282,9.39,0.44,1335462,New York Stock Exchange,NYSE,GB,False
TCOM,Trip.com Group Limited,38845026407.0,Consumer Cyclical,Travel Services,0.404,60.31,0.0,948374,NASDAQ Global Select,NASDAQ,CN,False
ODVIX,Invesco Developing Markets Fund Class R6,38824730608.0,Financial Services,Asset Management,1.02,41.76,0.368,0,NASDAQ,NASDAQ,US,True
EA,Electronic Arts Inc.,38433174000.0,Technology,Electronic Gaming & Multimedia,0.788,145.47,0.76,652739,NASDAQ Global Select,NASDAQ,US,False
CTSH,Cognizant Technology Solutions Corporation,38349059460.0,Technology,Information Technology Services,1.049,77.37,1.2,581314,NASDAQ Global Select,NASDAQ,US,False
ENGI.PA,ENGIE SA,38331626840.0,Utilities,Diversified Utilities,0.9430000000000001,15.83,1.43,3659146,Paris,EURONEXT,FR,False
VRSK,"Verisk Analytics, Inc.",38273601520.0,Industrials,Consulting Services,0.861,268.73,1.56,157881,NASDAQ Global Select,NASDAQ,US,False
GIS,"General Mills, Inc.",38156078070.0,Consumer Defensive,Packaged Foods,0.091,68.73,2.4,1702253,New York Stock Exchange,NYSE,US,False
FATTX,American Funds 2045 Target Date Retirement Fd Cl F-1,38038429695.0,Financial Services,Asset Management,1.19,21.97,0.254,0,NASDAQ,NASDAQ,,True
RBHTX,American Funds 2045 Target Date Retirement Fund Class R-2,38038429685.0,Financial Services,Asset Management,1.19,21.35,0.134,0,NASDAQ,NASDAQ,US,True
VSIGX,Vanguard Intermediate-Term Treasury Index Fund Admiral Shares,38035550197.0,Financial Services,Asset Management,0.79,20.08,0.635,0,NASDAQ,NASDAQ,,True
CBRE,"CBRE Group, Inc.",37946882885.0,Real Estate,Real Estate - Services,1.4020000000000001,123.835,1.5,985361,New York Stock Exchange,NYSE,US,False
VGIT,Vanguard Intermediate-Term Treasury Index Fund,37881948747.0,Financial Services,Asset Management,0.79,59.19,2.0479,1119297,NASDAQ Global Market,NASDAQ,US,True
VTWNX,Vanguard Target Retirement 2020 Fund,37873348583.0,Financial Services,Asset Management,0.8,29.34,0.79,0,NASDAQ,NASDAQ,,True
ENB-PFK.TO,Enbridge Inc. CUM RED PFD 19,37853700366.0,,,0.0,22.9,0.0,3500,Toronto Stock Exchange,TSX,US,False
VEUSX,Vanguard European Stock Index Fund Admiral Shares,37785370557.0,Financial Services,Asset Management,1.1400000000000001,87.04,2.313,0,NASDAQ,NASDAQ,US,True
YUM,"Yum! Brands, Inc.",37740777950.0,Consumer Cyclical,Restaurants,1.082,134.23,2.68,640862,New York Stock Exchange,NYSE,US,False
XLE,Energy Select Sector SPDR Fund,37545514960.0,Financial Services,Asset Management,0.72,90.215,2.9784,5132942,New York Stock Exchange Arca,AMEX,US,False
LVS,Las Vegas Sands Corp.,37524892560.0,Consumer Cyclical,"Gambling, Resorts & Casinos",1.127,50.955,0.8,1481952,New York Stock Exchange,NYSE,US,False
VTEAX,Vanguard Tax-Exempt Bond Index Fund Admiral,37491044343.0,Financial Services,Asset Management - Bonds,0.96,20.3,0.562,0,NASDAQ,NASDAQ,,True
IDXX,"IDEXX Laboratories, Inc.",37476345447.0,Healthcare,Medical - Diagnostics & Research,1.333,455.33,0.0,638361,NASDAQ Global Select,NASDAQ,US,False
VTEB,Vanguard Tax-Exempt Bond Index Fund,37402360580.0,Financial Services,Asset Management,0.96,50.61,1.5509,3035063,New York Stock Exchange Arca,AMEX,US,True
HSY,The Hershey Company,37342374768.0,Consumer Defensive,Food Confectioners,0.361,184.6,5.48,556858,New York Stock Exchange,NYSE,US,False
STLA,Stellantis N.V.,37267942751.0,Consumer Cyclical,Auto - Manufacturers,1.293,12.925,1.6600000000000001,3812777,New York Stock Exchange,NYSE,NL,False
ALNY,"Alnylam Pharmaceuticals, Inc.",37231773810.0,Healthcare,Biotechnology,0.381,290.01,0.0,421474,NASDAQ Global Select,NASDAQ,US,False
BSBR,Banco Santander (Brasil) S.A.,37188050230.0,Financial Services,Banks - Regional,0.737,4.985,0.32,144897,New York Stock Exchange,NYSE,BR,False
TRLGX,T. Rowe Price Large-Cap Growth Fund I Class,37161230285.0,Financial Services,Asset Management,1.09,83.85,0.0,0,NASDAQ,NASDAQ,US,True
GBTC,Grayscale Bitcoin Trust ETF (BTC),37053356776.0,Financial Services,Asset Management - Cryptocurrency,0.0,53.5167,0.0,2524207,New York Stock Exchange Arca,AMEX,US,False
NUE,Nucor Corporation,36970140260.0,Basic Materials,Steel,1.561,155.77,2.16,760250,New York Stock Exchange,NYSE,US,False
BBCPX,Bridge Builder Core Plus Bond,36966690812.0,,,1.02,8.91,0.387,0,Nasdaq,NASDAQ,,True
SYY,Sysco Corporation,36921448080.0,Consumer Defensive,Food Distribution,1.197,75.16,2.04,1219181,New York Stock Exchange,NYSE,US,False
ED,"Consolidated Edison, Inc.",36847348150.0,Utilities,Regulated Electric,0.34800000000000003,106.45,3.32,542608,New York Stock Exchange,NYSE,US,False
GOLD,Barrick Gold Corporation,36657296312.0,Basic Materials,Gold,0.48,20.9144,0.4,14775685,New York Stock Exchange,NYSE,CA,False
DFS,Discover Financial Services,36588898310.0,Financial Services,Financial - Credit Services,1.4100000000000001,145.7307,2.8,571995,New York Stock Exchange,NYSE,US,False
DOW,Dow Inc.,36549525545.0,Basic Materials,Chemicals,1.213,52.145,2.8,1688461,New York Stock Exchange,NYSE,US,False
VTINX,Vanguard Target Retirement Income Fund,36539195391.0,Financial Services,Asset Management - Income,0.68,13.78,0.359,0,NASDAQ,NASDAQ,,True
IRM,Iron Mountain Incorporated,36432331200.0,Real Estate,REIT - Specialty,1.026,124.2,2.86,479463,New York Stock Exchange,NYSE,US,False
FSMDX,Fidelity Mid Cap Index Fund,36378800126.0,Financial Services,Asset Management,1.05,35.07,0.341,0,NASDAQ,NASDAQ,US,True
BKR,Baker Hughes Company,36155666480.0,Energy,Oil & Gas Equipment & Services,1.366,36.395,0.84,1870316,NASDAQ Global Select,NASDAQ,US,False
ABC,AmerisourceBergen Corporation,36149702920.0,Healthcare,Medical - Distribution,0.562175,179.98,1.94,806054,New York Stock Exchange,NYSE,US,False
WKL.AS,Wolters Kluwer N.V.,35961335076.0,Industrials,Specialty Business Services,0.257,158.8,2.19,353189,Amsterdam,EURONEXT,NL,False
ANEFX,American Funds New Economy A,35955384309.0,,,1.04,67.21,0.129,0,Nasdaq,NASDAQ,,True
RNNEX,American Funds The New Economy Fund Class R-2E,35955384275.0,Financial Services,Asset Management,1.04,64.3,0.0,0,NASDAQ,NASDAQ,,True
ANFFX,American Funds New Economy Fund Cl F-1 Shs,35955384266.0,Financial Services,Asset Management,1.04,67.42,0.0,0,NASDAQ,NASDAQ,,True
JEPI,JPMorgan Equity Premium Income ETF,35863044388.0,Financial Services,Asset Management - Income,0.58,59.6866,4.22166,1724591,New York Stock Exchange Arca,AMEX,US,False
VEEV,Veeva Systems Inc.,35847329580.0,Healthcare,Medical - Healthcare Information Services,0.808,221.37,0.0,354474,New York Stock Exchange,NYSE,US,False
DFEOX,DFA U.S. Core Equity 1 Portfolio,35828522992.0,,,0.99,43.7,0.396,0,NASDAQ,NASDAQ,,True
IVE,iShares S&P 500 Value ETF,35788369628.0,Financial Services,Asset Management,0.88,199.13,3.6220600000000003,255642,New York Stock Exchange Arca,AMEX,US,False
CCEP,Coca-Cola Europacific Partners PLC,35775508120.0,Consumer Defensive,Beverages - Non-Alcoholic,0.755,77.71,2.07,831607,NASDAQ Global Select,NASDAQ,GB,False
CRG.IR,CRH plc,35771755423.0,Basic Materials,Construction Materials,0.90578,50.34,1.16,4366444,Irish,EURONEXT,IE,False
ABEV,Ambev S.A.,35619900733.0,Consumer Defensive,Beverages - Alcoholic,0.525,2.265,0.15,13625834,New York Stock Exchange,NYSE,BR,False
PAMCX,T. Rowe Price Mid-Cap Growth Fund Advisor Class,35537248175.0,Financial Services,Asset Management,1.0,105.16,0.0,0,NASDAQ,NASDAQ,US,True
VFIDX,Vanguard Intermediate-Term Investment Grade Fund Admiral Shrs,35527118842.0,Financial Services,Asset Management,1.17,8.79,0.32,0,NASDAQ,NASDAQ,,True
VFICX,Vanguard Intermediate-Term Investment Grade Fund Investor Shrs,35527118842.0,Financial Services,Asset Management,1.17,8.79,0.315,0,NASDAQ,NASDAQ,,True
HIG,"The Hartford Financial Services Group, Inc.",35494250890.0,Financial Services,Insurance - Diversified,0.924,121.135,1.88,332913,New York Stock Exchange,NYSE,US,False
VNQ,Vanguard Real Estate Index Fund,35472593175.0,Financial Services,Asset Management,1.2,95.825,3.6463,1817486,New York Stock Exchange Arca,AMEX,US,True
TRGP,Targa Resources Corp.,35464670400.0,Energy,Oil & Gas Midstream,2.249,161.88,3.0,424773,New York Stock Exchange,NYSE,US,False
DIA,SPDR Dow Jones Industrial Average ETF Trust,35457006632.0,Financial Services,Asset Management,0.87,429.355,7.029620000000001,1933588,New York Stock Exchange Arca,AMEX,US,False
BCOIX,Baird Core Plus Bond Fund Institutional Class,35443699709.0,Financial Services,Asset Management - Bonds,0.99,10.28,0.30200000000000005,0,NASDAQ,NASDAQ,,True
BCOSX,Baird Core Plus Bond Fund Investor Class,35443699708.0,Financial Services,Asset Management - Bonds,0.99,10.8,0.281,0,NASDAQ,NASDAQ,,True
FNV.TO,Franco-Nevada Corporation,35441204860.0,Basic Materials,Gold,0.684,184.18,1.94,114037,Toronto Stock Exchange,TSX,CA,False
GIB-A.TO,CGI Inc.,35439800541.0,Technology,Information Technology Services,0.856,159.14,0.0,58133,Toronto Stock Exchange,TSX,CA,False
HPQ,HP Inc.,35373269190.0,Technology,Computer Hardware,1.081,36.705,1.1,2389981,New York Stock Exchange,NYSE,US,False
XEL,Xcel Energy Inc.,35342775895.0,Utilities,Regulated Electric,0.4,63.395,2.19,807778,NASDAQ Global Select,NASDAQ,US,False
DAL,"Delta Air Lines, Inc.",35296870700.0,Industrials,"Airlines, Airports & Air Services",1.358,54.7,0.6000000000000001,4076412,New York Stock Exchange,NYSE,US,False
DD,"DuPont de Nemours, Inc.",35290852350.0,Basic Materials,Chemicals - Specialty,1.326,84.53,1.52,434727,New York Stock Exchange,NYSE,US,False
TECK-B.TO,Teck Resources Limited,35252441239.0,Basic Materials,Industrial Materials,1.365,68.21,0.5,612436,Toronto Stock Exchange,TSX,CA,False
RMD,ResMed Inc.,35217969360.0,Healthcare,Medical - Instruments & Supplies,0.6890000000000001,239.96,2.12,418626,New York Stock Exchange,NYSE,US,False
MLM,"Martin Marietta Materials, Inc.",35209561310.0,Basic Materials,Construction Materials,0.907,576.1,3.16,107345,New York Stock Exchange,NYSE,US,False
TECK-A.TO,Teck Resources Limited,35143908580.0,Basic Materials,Industrial Materials,1.365,68.0,0.5,955,Toronto Stock Exchange,TSX,CA,False
EXR,Extra Space Storage Inc.,35057295180.0,Real Estate,REIT - Industrial,0.871,165.42,6.48,226125,New York Stock Exchange,NYSE,US,False
LULU,Lululemon Athletica Inc.,34991216556.0,Consumer Cyclical,Apparel - Retail,1.254,297.3901,0.0,1537311,NASDAQ Global Select,NASDAQ,CA,False
OWL,Blue Owl Capital Inc.,34896813584.0,Financial Services,Asset Management,1.175,23.845,0.72,2092806,New York Stock Exchange,NYSE,US,False
CCO.TO,Cameco Corporation,34705684750.0,Energy,Uranium,0.899,79.75,0.12,743380,Toronto Stock Exchange,TSX,CA,False
WIT,Wipro Limited,34592791861.0,Technology,Information Technology Services,0.726,6.62,0.01,1035650,New York Stock Exchange,NYSE,IN,False
FAPTX,American Funds 2025 Target Retirement Fd Cl F-1,34432643068.0,Financial Services,Asset Management,0.86,16.04,0.339,0,NASDAQ,NASDAQ,,True
CCDTX,American Funds 2025 Target Date Retirement Fund Class C,34432643062.0,Financial Services,Asset Management,0.86,15.76,0.233,0,NASDAQ,NASDAQ,,True
PPL-PQ.TO,Pembina Pipeline Corporation,34424096614.0,Energy,Oil & Gas Midstream,1.478,23.7,1.65,2100,Toronto Stock Exchange,TSX,CA,False
PPL.TO,Pembina Pipeline Corporation,34412492340.0,Energy,Oil & Gas Midstream,1.478,59.31,2.76,313752,Toronto Stock Exchange,TSX,CA,False
